iter	RMSE
288	0.5801478666
289	0.5795841785
290	0.5789605501
291	0.578617763
292	0.5782376707
293	0.5774742107
294	0.5768005024
295	0.5762093031
296	0.5750931603
297	0.5745870774
298	0.5738849355
299	0.5727189301
300	0.5718720701
301	0.5710650122
302	0.5703393535
303	0.5696943774
304	0.5690631173
305	0.5677642171
306	0.5670325622
307	0.5657550736
308	0.5654681749
309	0.5645719685
310	0.5643011405
311	0.5635238776
312	0.5626374916
313	313	0.5610989841
314	0.5597555046
315	0.5583816106
316	0.558106539
317	0.5567778894
318	0.5559452693
319	0.555679624
320	0.554993993
321	0.5544173388
322	0.553218152
323	0.5522395824
324	0.5514089448
325	0.5505023123
326	0.5501574572
327	0.5496124158
328	0.5484389558
329	0.5479204935
330	0.5473276342
331	0.5463478922
332	0.5460603517
333	0.5457673821
334	0.544346161
335	0.5433457711
336	0.5420346184
337	0.5411322476
338	0.5401113634
339	0.5390698265
340	0.5382478043
341	0.5379377022
342	0.5426865505
343	0.5421598518
344	0.5415144726
345	0.5355968066
346	0.5350594287
347	0.534787492
348	0.5335384773
3349	0.5368607316
350	0.536684467
351	0.536236207
352	0.5358369895
353	0.5355085929
354	0.5343267091
355	0.5339700847
356	0.5332917928
357	0.5327411
358	0.5322077685
359	0.5309209442
360	0.5299737559
361	0.5292699153
362	0.5285973291
363	0.5274303235
364	0.5261919275
365	0.5260173882
366	0.5249566081
367	0.5248349951
368	0.5245852848
369	0.5238901717
370	0.5228004342
371	0.5225236986
372	0.521765869
373	0.520608578
374	0.5192752539
375	0.5180728847
376	0.5173484942
377	0.5166975278
378	0.5161550926
379	0.515983839
380	0.5157675085
381	0.5154453304
382	0.515094605
383	0.5140299986
384	0.5134273235
385	0.5128570363
386	0.5117037536
387	0.5112525122
388	0.5109348488
389	0.5103762488
390	0.5094568379
391	0.509018351
392	0.5085507345
393	0.5079650694
394	0.5075479225
395	0.5072599756
396	0.5067515052
397	0.5055079291
398	0.5052556581
399	0.5044528422
400	0.5042840351
401	0.502758713
402	0.5019969394
403	0.5013065015
404	0.5005778465
405	0.4998002235
406	0.4986698505
407	0.4974727261
408	0.4972911326
409	0.4968510082
410	0.4965821622
411	0.4959808114
412	0.4956129547
413	0.4951325475
414	0.4951022197
415	0.4948767662
416	0.4947756884
417	0.4942353042
418	0.4937935763
419	0.4935370846
420	0.4930563595
421	0.4924599818
422	0.491916576
423	0.4917346228
424	0.4910013712
425	0.4906386697
426	0.4898533203
427	0.4898259629
428	0.4894861494
429	0.4886936278
430	0.4879954802
431	0.4878194622
432	0.4873719
433	0.4872459436
434	0.4870619691
435	0.4866875292
436	0.4861905214
437	0.4857227515
438	0.4854597688
439	0.4852094524
440	0.4847207335
441	0.4844461315
442	0.4839879884
443	0.4832353154
444	0.4829523576
445	0.4823283154
446	0.4816335595
447	0.4812124494
448	0.4810991907
449	0.4804633158
450	0.4799070028
451	0.4796927086
452	0.4788161892
453	0.4779663943
454	0.4770219413
455	0.4763140129
456	0.4754978667
457	0.4748498588
458	0.4745278115
459	0.4741336706
460	0.4738164191
461	0.4735141164
462	0.4733014714
463	0.4728640136
464	0.4724348097
465	0.4718685335
466	0.4712723813
467	0.4706777952
468	0.4702949982
469	0.4696952697
470	0.4687294448
471	0.4684317564
472	0.4677212731
473	0.4675602706
474	0.4670755431
475	0.4668903929
476	0.4666359314
477	0.4665319693
478	0.4659729558
479	0.4655986684
480	0.4648201073
481	0.4647204672
482	0.4638947986
483	0.4633902393
484	0.4630100759
485	0.4624109504
486	0.4620287181
487	0.461305759
488	0.4611069894
489	0.4607318258
490	0.4603209543
491	0.4599440208
492	0.4597992486
493	0.4594705041
494	0.4591122938
495	0.4586977313
496	0.4583929663
497	0.4581715535
498	0.4577020001
499	0.4571990858
500	0.4570337155
501	0.4563630052
502	0.4563447625
503	0.4561104758
504	0.4557367704
505	0.455020073
506	0.4549022555
507	0.4544975807
508	0.454229961
509	0.4537002121
510	0.4532055832
511	0.4528769975
512	0.4520501943
513	0.4517039173
514	0.4509116045
515	0.4500069394
516	0.4497347648
517	0.449442938
518	0.4492518282
519	0.448723576
520	0.4485792164
521	0.4481299073
522	0.4477111941
523	0.4476432542
524	0.447058925
525	0.4464812051
526	0.446279968
527	0.4454177836
528	0.4453226004
529	0.4450873623
530	0.444898451
531	0.4447007331
532	0.4444917856
533	0.4440290639
534	0.4431426339
535	0.4428500682
536	0.4427460497
537	0.4421469804
538	0.4417924065
539	0.4416598429
540	0.4414940239
541	0.4408590097
542	0.4404631403
543	0.4400245464
544	0.4396197062
545	0.4395035813
546	0.4392513203
547	0.4385913742
548	0.4384362757
549	0.4381831372
550	0.4377276666
551	0.437353298
552	0.4370193711
553	0.4365150781
554	0.4363867978
555	0.4360302179
556	0.435823254
557	0.4351226586
558	0.4350004889
559	0.4348583359
560	0.4344053904
561	0.4343123819
562	0.4340207333
563	0.4332964792
564	0.4329436973
565	0.4326279532
566	0.4323461217
567	0.4313185388
568	0.4308252689
569	0.4304143548
570	0.4298108506
571	0.4296650619
572	0.4292602951
573	0.4287550945
574	0.428011919
575	0.4275787141
576	0.4274635371
577	0.4271786841
578	0.4270705634
579	0.4268268214
580	0.4266287804
581	0.4265138955
582	0.4259906482
583	0.4252489513
584	0.4247576039
585	0.4240164284
586	0.4231748281
587	0.4227307239
588	0.4218970856
589	0.421702786
590	0.4214494042
591	0.4206170372
592	0.4204358436
593	0.4200329298
594	0.4194163591
595	0.418744878
596	0.4185029052
597	0.4184523019
598	0.418017817
599	0.4175757401
600	0.4173595396
601	0.417005195
602	0.4166603494
603	0.4164392741
604	0.4159155199
605	0.415744957
606	0.4151406397
607	0.4147115867
608	0.414131793
609	0.413677241
610	0.4136081995
611	0.413492679
612	0.4130957701
613	0.4127405966
614	0.4125364465
615	0.4123166203
616	0.4120839734
617	0.4114205836
618	0.4108174411
619	0.4106837552
620	0.4101291453
621	0.4096106905
622	0.4092773207
623	0.4089090256
624	0.4085213486
625	0.4083584239
626	0.4081619301
627	0.4081002468
628	0.4077848394
629	0.4072407901
630	0.4069993888
631	0.4068420084
632	0.4065801732
633	0.4062626067
634	0.4061766991
635	0.4059482728
636	0.4056052404
637	0.4053119264
638	0.4050137935
639	0.4043924913
640	0.4041697716
641	0.403963565
642	0.403608411
643	0.4031711288
644	0.4030568772
645	0.4028312332
646	0.4025895706
647	0.4023718127
648	0.4022457924
649	0.402045402
650	0.4017711179
651	0.4009301045
652	0.4005577912
653	0.4003123096
654	0.3999567031
655	0.399463129
656	0.3989495846
657	0.3985833149
658	0.3984411272
659	0.3981827667
660	0.3980982002
661	0.3979951358
662	0.3977804265
663	0.3972773005
664	0.3965070885
665	0.3964533752
666	0.3961799968
667	0.3955566488
668	0.3954477767
669	0.3952861609
670	0.3946567191
671	0.3944581513
672	0.3943794637
673	0.3941221688
674	0.3935655138
675	0.3933727592
676	0.3932531761
677	0.3927284017
678	0.3923191673
679	0.3920086425
680	0.3914723052
681	0.3913408436
682	0.3913019153
683	0.3910658792
684	0.3907483767
685	0.3901971991
686	0.3896809053
687	0.3890751948
688	0.388732292
689	0.3882387706
690	0.3881434317
691	0.3879214008
692	0.387631612
693	0.3870502689
694	0.386614357
695	0.386461612
696	0.3863681206
697	0.3861005643
698	0.3857824135
699	0.3851681022
700	0.3848628551
701	0.3843019091
702	0.3842382103
703	0.3837160034
704	0.3832854173
705	0.3831179155
706	0.3825935539
707	0.3824870068
708	0.3822123695
709	0.3817962556
710	0.3812753722
711	0.3808938274
712	0.3808287506
713	0.3804245574
714	0.3800540376
715	0.3794784916
716	0.3793037923
717	0.3788082411
718	0.3785292597
719	0.3782637119
720	0.377767411
721	0.3773496911
722	0.3767161286
723	0.376486281
724	0.3760280856
725	0.3759748659
726	0.3757241574
727	0.375514598
728	0.3752107459
729	0.374791109
730	0.3745762778
731	0.3743232232
732	732	0.3731970733	733	0.3730221734	734	0.3729678196
735	0.3729006165
736	0.372646843
737	0.3719852369
738	0.3717427419
739	0.3712624884
740	0.371044062
741	0.3708947842
742	0.3708527407
743	0.3707489443
744	0.3703327014
745	0.3702898132
746	0.3697967556
747	0.3695577938
748	0.3694538415
749	0.3690480646
750	0.3689687091
751	0.3686344894
752	0.3682457135
753	0.3681068261
754	0.3679586284
755	0.3676451655
756	0.3674860653
757	0.3669578843
758	0.3668082736
759	0.3667369458
760	0.366532218
761	0.3661246345
762	0.3657325797
763	0.3655064095
764	0.3650071698
765	0.3649281616
766	0.3648808006
767	0.3647613753
768	0.3645101055
769	0.3642491297
770	0.3640510177
771	0.3640120639
772	0.3637147814
773	0.363287429
774	0.3630160823
775	0.3629367738
776	0.3626141156
777	0.3623064341
778	0.3619501107
779	0.3615679811
780	0.3613877188
781	0.3612619944
782	0.361156393
783	0.3608517247
784	0.3605775897
785	0.3602133536
786	0.359923007
787	0.3596795163
788	0.3595206066
789	0.3593283515
790	0.3589099196
791	0.3588423876
792	0.3586708851
793	0.3584657506
794	0.3580234351
795	0.357797588
796	0.3576804367
797	0.3572583298
798	0.3569873646
799	0.3566047512
800	0.3563358369
801	0.355941998
802	0.3557982469
803	0.3554706822
804	0.3553563797
805	0.3550281505
806	0.3548145652
807	0.3544640297
808	0.3543926604
809	0.3541402585
810	0.3538250401
811	0.3535788295
812	0.3534806754
813	0.3533290956
814	0.3532649147
815	0.3530629948
816	0.3528769481
817	0.352766611
818	0.3526562376
819	0.3523581088
820	0.3520524923
821	0.3518304959
822	0.351655823	0823	0.351369824	0824	0.350936825	825	0.3505766826	826	0.3501761827827	0.3498780482828	0.34958853829	0.3487141416
830	0.3486396651
831	0.3482803548
832	0.3477125102
833	0.3473169451
834	0.3468611252
8835	0.34809056488836	0.34783519488837	0.34749975778838	0.34724655878839	0.34704933348840	0.34668971388841	0.3465752224842	0.3455291323
843	0.345203739
844	0.344983374
845	0.3446938695
846846	0.34580112847847	0.34563538848848	0.34536738849	0.3438117466
850	0.3435922077
851	0.3430550459
852	0.3428756535
853	0.3425848432
854	0.3424040383
855	0.3420298078
856	0.3419779709
85857	0.34359122485858	0.34347533685859	0.34307785860860	0.34297047861861	0.34274940862862	0.3426585686863	0.34251850786864	0.342161992865	0.3400546096
866	0.3398491348
867	0.3397941278
868	0.3396235479
869	0.339250952
870	0.3390306864
871	0.3387416969
872	0.3386858937
873	0.3381967579
874	0.3380043866
875	0.337658813
876	0.3375378991
877	0.3373551367
878	0.3371027041
879	0.3368597514
880	0.3365509498
881	0.3364086764
882	0.3361322624
883	0.3359238333
884	0.3358017195
885	0.3355772529
886	0.3353693952
887	0.3351877514
888	0.3351243045
889	0.335022283
890	0.3349103909
891	0.33476191
892	0.334612327
893	0.3344920051
894	0.3343394009
895	0.3338948641
896	0.3337914092
897	0.333721933
898	0.3336033826
899	0.3332772319
900	0.3328683792
901	0.3328195821
902	0.3325158896
903	0.3322906249
904	0.3322413091
905	0.3318770154
906	0.3315681821
907	0.3315135049
908	0.3313283206
909	0.3312307455
910	0.3311296085
911	0.3309765417
912	0.3308359049
913	0.3305908203
914	0.330465035
915	0.3300179577
916	0.3297787551
917	0.3296380699
918	0.3293195792
919	0.3292313242
920	0.328923577
921	0.3288036037
922	0.3285740224
923	0.3282664491
924	0.3281570261
925	0.3280920448
926	0.3277522869
927	0.3276239435
928	0.3273165447
929	0.3272473585
930	0.3268710894
931	0.326754257
932	0.3266713103
933	0.3265388566
934	0.3260879741
935	0.3258690709
936	0.325810315
937	0.3257014589
938	0.3252316868
939	0.3251976132
940	0.3249106521
941	0.3244633427
942	0.3240967104
943	0.3237974125
944	0.3237430169
945	0.3236751743
946	0.3233197537
947	0.3231132277
948	0.3229561992
949	0.3228260874
950	0.3227236796
951	0.3223256419
952	0.3222719705
953	0.3218946971
954	0.3215742764
955	0.3213538725
956	0.3210829316
957	0.3209878053
958	0.3209476312
959	0.3206619008
960	0.3205906343
961	0.320257426
962	0.3201612101
963	0.3200810755
964	0.3198135091
965	0.3194362616
966	0.3191629609
967	0.3190372425
968	0.3188090378
969	0.3185853684
970	0.3181043206
971	0.3177556231
972	0.3176506944
973	0.3173469364
974	0.3171411025
975	0.3170079643
976	0.3168333796
977	0.316435961
978	0.3162049217
979	0.3161397944
980	0.3159156756
981	0.3157514256
982	0.31568073
983	0.3154535899
984	0.3153771561
985	0.315172194
986	0.3149605062
987	0.3146972375
988	0.314520582
989	0.3143682277
990	0.3142621931
991	0.3140937484
992	0.3140154551
993	0.3138795298
994	0.3137568104
995	0.3135739872
996	0.3132900781
997	0.3132384786
998	0.3131714407
999	0.3129573702
170203583
