SMILES,pIC50,weight,logp,h_bond_donor,h_bond_acceptors,rotatable_bonds,atoms,heavy_atoms,molar_refractivity,topological_polar_surface_area,formal_charge,rings
CCCNc1ccc(O)c(CNc2ccc(/C=C/c3cc(OC)cc(OC)c3)cc2)c1,4.883724412419456,418.2256428199999,6.013800000000006,3.0,5.0,10.0,31.0,31.0,129.1302,62.75,0.0,3.0
COc1cc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc(OC)c1,5.121478204498794,404.2099927559999,5.257900000000006,2.0,5.0,8.0,30.0,30.0,124.67650000000002,53.96000000000001,0.0,3.0
CN(C)c1ccccc1CNc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.84893674664625,360.18377800799993,4.946300000000006,3.0,4.0,6.0,27.0,27.0,113.23730000000002,55.730000000000004,0.0,3.0
CN(C)c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1,5.186419011431808,376.17869262799996,4.651900000000005,4.0,5.0,6.0,28.0,28.0,114.9021,75.96000000000001,0.0,3.0
O=[N+]([O-])c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1,5.151195298948196,378.121571676,4.494100000000004,4.0,6.0,6.0,28.0,28.0,107.2295,115.86000000000001,0.0,3.0
Oc1cc(O)cc(/C=C/c2ccc(NCc3cccc(O)c3O)cc2)c1,5.104025267640935,349.131408088,4.291500000000003,5.0,5.0,5.0,26.0,26.0,102.2399,92.95,0.0,3.0
Oc1cc(O)cc(/C=C/c2ccc(NCc3ccccc3O)cc2)c1,4.990549104201306,333.136493468,4.585900000000003,4.0,4.0,5.0,25.0,25.0,100.5751,72.72,0.0,3.0
CN(C)c1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1,4.972242795309446,387.231062548,5.3067000000000055,2.0,4.0,7.0,29.0,29.0,125.89950000000002,38.739999999999995,0.0,3.0
COc1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1,4.913640169325252,374.19942807199993,5.249300000000005,2.0,4.0,7.0,28.0,28.0,118.12450000000003,44.730000000000004,0.0,3.0
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,4.705533773838407,256.073558864,2.699500000000001,3.0,4.0,3.0,19.0,19.0,71.24290000000002,77.76,0.0,2.0
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.798602875679548,228.078644244,2.9738000000000016,3.0,3.0,2.0,17.0,17.0,66.80640000000002,60.69,0.0,2.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)c(O)c1,4.732828271596986,298.084123548,2.9951000000000008,2.0,4.0,5.0,22.0,22.0,81.42460000000003,83.83000000000001,0.0,2.0
COC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,4.623423042943488,312.099773612,3.0835000000000017,1.0,5.0,5.0,23.0,23.0,85.80480000000003,72.83000000000001,0.0,2.0
COc1ccc(C(=O)/C=C/c2cc(Br)c(OCc3ccccc3)c(OC)c2)c(O)c1,4.903089986991944,468.057235872,5.647000000000005,1.0,5.0,8.0,30.0,30.0,119.4913,64.99000000000001,0.0,3.0
COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c(O)c1,5.013228265733755,344.12598835999995,3.322700000000002,1.0,6.0,7.0,25.0,25.0,94.12130000000003,74.22000000000001,0.0,2.0
COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)cc2OC)c(O)c1,4.991399828238082,344.12598835999995,3.322700000000002,1.0,6.0,7.0,25.0,25.0,94.12130000000003,74.22000000000001,0.0,2.0
CCOCCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,4.718966632752273,342.146723804,3.712200000000003,1.0,5.0,9.0,25.0,25.0,96.45330000000004,64.99000000000001,0.0,2.0
COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,5.075720713938118,284.104858992,3.305500000000002,1.0,4.0,5.0,21.0,21.0,81.01730000000003,55.760000000000005,0.0,2.0
COc1ccc(C(=O)/C=C/c2ccc(OCc3ccccc3)cc2)c(O)c1,5.107905397309519,360.13615911999995,4.875900000000004,1.0,4.0,7.0,27.0,27.0,105.23930000000001,55.760000000000005,0.0,3.0
CCOCCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,4.978810700930062,342.146723804,3.712200000000003,1.0,5.0,9.0,25.0,25.0,96.45330000000004,64.99000000000001,0.0,2.0
COc1ccc(C(=O)/C=C/c2ccc(OCCCOc3ccccc3)c(OC)c2)c(O)c1,4.962573502059376,434.17293855199995,5.153400000000006,1.0,6.0,11.0,32.0,32.0,123.06630000000003,74.22000000000001,0.0,3.0
CCOCCCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1OC,5.236572006437063,386.17293855199995,4.1109000000000036,1.0,6.0,11.0,28.0,28.0,107.62230000000005,74.22000000000001,0.0,2.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3cc([N+](=O)[O-])ccc3O)cc2)c(O)c1,4.876148359032914,434.1114009159999,4.163000000000004,3.0,7.0,7.0,32.0,32.0,117.1797,139.0,0.0,3.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3O)cc2)c(O)c1,4.995678626217358,389.126322708,4.254800000000004,3.0,5.0,6.0,29.0,29.0,110.5253,95.86000000000001,0.0,3.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3OC)cc2)c(O)c1,5.136677139879544,403.141972772,4.557800000000004,2.0,5.0,7.0,30.0,30.0,115.41250000000001,84.86000000000001,0.0,3.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(C)cc3C)cc2)c(O)c1,5.080921907623926,401.162708216,5.166040000000004,2.0,4.0,6.0,30.0,30.0,118.3345,75.63000000000001,0.0,3.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)N(C)c3ccccc3)cc2)c(O)c1,4.696803942579511,387.147058152,4.573500000000004,1.0,4.0,6.0,29.0,29.0,113.6408,66.84,0.0,3.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)NCc3ccccc3)cc2)c(O)c1,4.723538195826756,387.147058152,4.226900000000004,2.0,4.0,7.0,29.0,29.0,112.0775,75.63000000000001,0.0,3.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCc3ccccc3)cc2)c(O)c1,4.718966632752273,401.162708216,4.269400000000004,2.0,4.0,8.0,30.0,30.0,116.94449999999999,75.63000000000001,0.0,3.0
CCCCCCCCCCCCNC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,4.798602875679548,465.28790872799993,6.9476000000000075,2.0,4.0,16.0,34.0,34.0,138.64249999999996,75.63000000000001,0.0,2.0
CCCNC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,4.701146923590294,339.147058152,3.436700000000002,2.0,4.0,7.0,25.0,25.0,97.08950000000003,75.63000000000001,0.0,2.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)NC(C)C)cc2)c(O)c1,4.749579997691106,339.147058152,3.435100000000002,2.0,4.0,6.0,25.0,25.0,97.06750000000002,75.63000000000001,0.0,2.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCOCC3)cc2)c(O)c1,5.494850021680094,367.141972772,2.769300000000001,1.0,5.0,5.0,27.0,27.0,101.18780000000002,76.07000000000001,0.0,3.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCCCC3)cc2)c(O)c1,5.229147988357856,365.162708216,3.9230000000000027,1.0,4.0,5.0,27.0,27.0,104.21980000000002,66.84,0.0,3.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(C)CC3)cc2)c(O)c1,5.657577319177793,380.173607248,2.6845000000000008,1.0,5.0,5.0,28.0,28.0,107.86580000000002,70.08000000000001,0.0,3.0
COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCCC3)cc2)c(O)c1,4.835647144215563,351.147058152,3.5329000000000024,1.0,4.0,5.0,26.0,26.0,99.60280000000002,66.84,0.0,3.0
O=C(O)c1cccnc1,4.882728704344236,123.0320284,0.7797999999999999,1.0,2.0,1.0,9.0,9.0,31.196299999999994,50.19,0.0,1.0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,4.546681659952962,292.09066547199996,-2.0711999999999957,4.0,6.0,11.0,20.0,20.0,63.423200000000016,155.68,0.0,0.0
O=C(O)c1cccnc1,4.359518563029578,123.0320284,0.7797999999999999,1.0,2.0,1.0,9.0,9.0,31.196299999999994,50.19,0.0,1.0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,5.113509274827518,292.09066547199996,-2.0711999999999957,4.0,6.0,11.0,20.0,20.0,63.423200000000016,155.68,0.0,0.0
CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,5.167491087293763,363.158291532,2.720200000000001,2.0,5.0,6.0,27.0,27.0,104.4902,84.22,0.0,3.0
O=C(/C=C/c1ccc2c(=O)n(CCc3ccccc3)cnc2c1)NO,5.259637310505756,335.126991404,2.1578,2.0,5.0,5.0,25.0,25.0,95.11220000000003,84.22,0.0,3.0
Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1c[nH]c2ccccc12,5.130768280269024,388.1535405,2.947520000000001,3.0,5.0,5.0,29.0,29.0,111.7059,100.00999999999999,0.0,4.0
Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,5.022276394711152,349.142641468,2.4662200000000007,2.0,5.0,5.0,26.0,26.0,99.8492,84.22,0.0,3.0
Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1Cc1ccccc1,4.742321425130816,335.126991404,2.27182,2.0,5.0,4.0,25.0,25.0,95.24719999999999,84.22,0.0,3.0
Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1-c1ccccc1,4.735182176990463,321.11134134,2.21272,2.0,5.0,3.0,24.0,24.0,91.0402,84.22,0.0,3.0
COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.692503962086787,368.12598835999995,3.852600000000003,3.0,6.0,7.0,27.0,27.0,103.10440000000001,96.22000000000001,0.0,2.0
O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.939302159646388,526.294391076,5.108700000000005,1.0,7.0,10.0,39.0,39.0,156.9676999999997,70.84,0.0,6.0
COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2occc(=O)c12,4.899629454882437,556.30495576,5.117300000000005,1.0,8.0,11.0,41.0,41.0,163.5196999999996,80.07000000000001,0.0,6.0
O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,5.318758762624412,542.289305696,4.814300000000006,2.0,8.0,10.0,40.0,40.0,158.6324999999997,91.07000000000001,0.0,6.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.85078088734462,647.3107694120001,6.6839000000000075,1.0,9.0,12.0,48.0,48.0,189.05809999999948,113.97999999999999,0.0,7.0
COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2oc(-c3ccccc3)cc(=O)c12,5.017728766960431,632.336255888,6.784300000000008,1.0,8.0,12.0,47.0,47.0,188.9556999999994,80.07000000000001,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,5.187086643357144,618.3206058240002,6.481300000000008,2.0,8.0,11.0,46.0,46.0,184.06849999999955,91.07000000000001,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.8696662315049934,644.3726413960001,7.946000000000009,1.0,7.0,14.0,48.0,48.0,196.2546999999994,70.84,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.87942606879415,630.3569913320001,7.555900000000008,1.0,7.0,13.0,47.0,47.0,191.63769999999943,70.84,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.761953896871205,616.3413412680001,7.165800000000008,1.0,7.0,12.0,46.0,46.0,187.02069999999947,70.84,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.826813731587726,602.3256912040001,6.775700000000008,1.0,7.0,11.0,45.0,45.0,182.4036999999995,70.84,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,5.008773924307505,588.3100411400001,6.385600000000006,1.0,7.0,10.0,44.0,44.0,177.7866999999995,70.84,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.847711655616943,630.3569913320001,7.555900000000008,1.0,7.0,13.0,47.0,47.0,191.63769999999943,70.84,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.892790030352131,616.3413412680001,7.165800000000008,1.0,7.0,12.0,46.0,46.0,187.02069999999947,70.84,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.785156151952302,602.3256912040001,6.775700000000008,1.0,7.0,11.0,45.0,45.0,182.4036999999995,70.84,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.863279432843593,588.3100411400001,6.385600000000006,1.0,7.0,10.0,44.0,44.0,177.7866999999995,70.84,0.0,7.0
O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.774690718274137,574.2943910760001,5.995500000000006,1.0,7.0,9.0,43.0,43.0,173.16969999999955,70.84,0.0,7.0
CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c1ccc(-c2ccccc2)c(F)c1,5.162411561764489,513.242770104,4.6349000000000045,3.0,5.0,12.0,38.0,38.0,146.5530999999998,87.30000000000001,0.0,4.0
C[C@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,5.3535962737769305,818.433110712,6.276800000000009,6.0,8.0,24.0,60.0,60.0,232.91419999999937,140.46,0.0,5.0
C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,5.321481620959886,818.433110712,6.276800000000009,6.0,8.0,24.0,60.0,60.0,232.91419999999937,140.46,0.0,5.0
COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1,5.213958789757446,1044.406766304,6.769840000000008,6.0,14.0,26.0,74.0,74.0,288.6352000000001,202.92,0.0,7.0
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O,5.501689446210399,920.2865628640002,7.643400000000007,8.0,10.0,26.0,62.0,62.0,252.19359999999958,164.51999999999998,0.0,5.0
CC1=C(CC(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)CC3=C(C)/C(=C\c4ccc([S+](C)[O-])cc4)c4ccc(F)cc43)=CC2=O)c2cc(F)ccc2/C1=C/c1ccc([S+](C)[O-])cc1,5.087246696328677,1042.4296822080003,7.64620000000001,6.0,10.0,26.0,74.0,74.0,292.9250000000002,186.58,0.0,7.0
CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,5.316052869248487,742.5145545920001,5.061600000000009,6.0,8.0,26.0,54.0,54.0,219.21019999999933,140.46,0.0,3.0
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,5.226945306635737,632.430156272,6.2674000000000065,2.0,8.0,24.0,46.0,46.0,187.01139999999933,83.14,0.0,3.0
O=C(/C=C/c1cc(O)cc2c1[C@H](C(O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,5.301029995663981,720.1690349439999,3.126300000000003,10.0,14.0,13.0,52.0,52.0,176.0049999999998,281.2,0.0,5.0
O=C(/C=C/c1cc(O)cc2c1[C@H](C(O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,5.812479279163537,720.1690349439999,3.126300000000003,10.0,14.0,13.0,52.0,52.0,176.0049999999998,281.2,0.0,5.0
c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,4.616184634019569,514.222489088,7.446000000000006,2.0,6.0,9.0,36.0,36.0,158.66539999999966,49.84,0.0,6.0
COc1cc(/C=c2\sc3nc(-c4ccncc4)cn3c2=O)cc(OC)c1O,7.031517051446065,381.07832695999997,2.0885000000000002,1.0,8.0,4.0,27.0,27.0,102.56580000000002,85.95,0.0,4.0
COc1cc(/C=c2\sc3nc(-c4ccc(Cl)cc4)cn3c2=O)cc(OC)c1O,8.154901959985743,414.04410563999994,3.346900000000003,1.0,7.0,4.0,28.0,28.0,109.78080000000001,73.06,0.0,4.0
COc1cc(/C=c2\sc3nc(-c4ccc(Cl)cc4)cn3c2=O)cc(Cl)c1O,7.494850021680094,417.99456860399994,3.991700000000002,1.0,6.0,3.0,27.0,27.0,108.2388,63.83,0.0,4.0
COc1cc(/C=c2\sc3nc(-c4ccc(Cl)cc4)cn3c2=O)cc(Br)c1O,7.744727494896693,461.94405302399997,4.100800000000003,1.0,6.0,3.0,27.0,27.0,110.92880000000001,63.83,0.0,4.0
COc1cc(/C=c2\sc3nc(-c4ccc(Cl)cc4)cn3c2=O)cc(O)c1O,7.744727494896693,400.02845557599994,3.0439000000000025,2.0,7.0,3.0,27.0,27.0,104.8936,84.06,0.0,4.0
COc1cc(/C=c2\sc3nc(-c4ccncc4C)cn3c2=O)cc(OC)c1O,7.494850021680094,395.09397702399997,2.39692,1.0,8.0,4.0,28.0,28.0,107.30280000000002,85.95,0.0,4.0
COc1cc(/C=c2\sc3nc(-c4cccc(Cl)c4)cn3c2=O)cc(OC)c1O,8.221848749616356,414.04410563999994,3.346900000000003,1.0,7.0,4.0,28.0,28.0,109.78080000000001,73.06,0.0,4.0
COc1cc(/C=c2\sc3nc(-c4cccc(C(F)(F)F)c4)cn3c2=O)cc(Cl)c1O,6.910094888560602,452.020925584,4.357100000000003,1.0,6.0,3.0,30.0,30.0,108.23079999999999,63.83,0.0,4.0
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,6.259637310505756,284.12159499609,2.498900000000001,0.0,3.0,1.0,20.0,20.0,87.68600000000004,19.14,1.0,3.0
O=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,5.1487416512809245,437.0908062280001,8.425900000000004,0.0,4.0,6.0,31.0,31.0,133.13849999999994,20.310000000000002,0.0,5.0
N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(N)=O,5.823908740944319,503.112604292,8.005680000000007,1.0,5.0,7.0,36.0,36.0,150.53539999999975,70.12,0.0,5.0
COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(/C=C(\C#N)C(N)=O)s4)cc2n3C(C)(C)C)cc1,6.259637310505756,517.095239976,7.468880000000005,1.0,7.0,5.0,35.0,35.0,148.2793999999998,81.03999999999999,0.0,5.0
Cc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,5.301029995663981,483.2521919160001,5.930720000000005,2.0,5.0,9.0,36.0,36.0,144.89689999999982,84.23,0.0,5.0
O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O,4.616184634019569,553.2188411,6.5209000000000055,2.0,6.0,10.0,40.0,40.0,146.84289999999984,93.46000000000001,0.0,5.0
COc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,4.872895201635193,513.2627566,6.021000000000006,2.0,6.0,11.0,38.0,38.0,151.32889999999975,93.46,0.0,5.0
Cc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,5.214670164989233,497.26784198000007,6.3208200000000065,2.0,5.0,10.0,37.0,37.0,149.51389999999978,84.23,0.0,5.0
COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.958607314841775,368.12598835999995,3.852600000000003,3.0,6.0,7.0,27.0,27.0,103.10440000000001,96.22000000000001,0.0,2.0
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,5.337242168318426,458.0849113959999,2.233199999999999,8.0,11.0,3.0,33.0,33.0,108.92089999999999,197.36999999999998,0.0,4.0
O=C1/C(=C/c2ccc(O)c(O)c2)Oc2c1ccc(O)c2O,5.568636235841013,286.04773804,2.1252000000000004,4.0,6.0,1.0,21.0,21.0,72.47870000000002,107.22000000000001,0.0,3.0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.1938200260161125,286.04773804,2.2824000000000004,4.0,6.0,1.0,21.0,21.0,74.5792,111.13000000000001,0.0,3.0
COc1c(-c2ccc(O)c(O)c2)oc2c(O)c(O)ccc2c1=O,5.267606240177032,316.058302724,2.2910000000000013,4.0,7.0,2.0,23.0,23.0,81.1312,120.36000000000001,0.0,3.0
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,5.522878745280337,458.0849113959999,2.233199999999999,8.0,11.0,3.0,33.0,33.0,108.92089999999999,197.36999999999998,0.0,4.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC(=O)N6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.6020599913279625,700.5026525159999,5.251600000000005,2.0,8.0,8.0,50.0,50.0,190.06059999999934,100.93,0.0,8.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C(=O)C(C)C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.769551078621726,673.4917534839999,6.201900000000007,2.0,7.0,7.0,48.0,48.0,183.84159999999946,97.69000000000001,0.0,7.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.568636235841013,659.47610342,5.418100000000006,2.0,8.0,7.0,47.0,47.0,178.60359999999946,89.85000000000001,0.0,8.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.6777807052660805,631.4811888,6.039200000000007,2.0,7.0,7.0,45.0,45.0,174.53759999999951,80.62,0.0,7.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.6020599913279625,617.4655387360001,5.649100000000006,2.0,7.0,6.0,44.0,44.0,169.92059999999958,80.62,0.0,7.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CNCCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7.040958607678906,603.449888672,5.306900000000006,3.0,7.0,6.0,43.0,43.0,165.29329999999965,89.41000000000001,0.0,7.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7.0,672.507737896,5.333300000000007,2.0,8.0,7.0,48.0,48.0,185.28159999999943,83.86000000000001,0.0,8.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCOC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.568636235841013,661.4917534839999,5.665700000000006,2.0,8.0,9.0,47.0,47.0,180.73959999999943,89.85000000000001,0.0,7.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCN6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.958607314841775,686.52338796,5.725000000000007,2.0,8.0,9.0,49.0,49.0,189.92059999999938,83.86000000000001,0.0,8.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6(C)COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.3979400086720375,673.4917534839999,5.8082000000000065,2.0,8.0,7.0,48.0,48.0,183.22059999999945,89.85000000000001,0.0,8.0
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CNC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7.0,658.492087832,4.991100000000006,3.0,8.0,7.0,47.0,47.0,180.6542999999995,92.65,0.0,8.0
